run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
11,6161,5,5,PAYMENT,0,0,0
11,6180,19,19,NEW_ORDER,0,0,0
11,6185,5,5,PAYMENT,0,0,0
11,6190,5,5,PAYMENT,0,0,0
11,6196,6,6,PAYMENT,0,0,0
11,6209,13,13,NEW_ORDER,0,0,0
11,6219,10,10,NEW_ORDER,0,0,0
11,6223,4,4,PAYMENT,0,0,0
11,6227,4,4,PAYMENT,0,0,0
11,6231,4,4,PAYMENT,0,0,0
11,6246,15,15,NEW_ORDER,0,0,0
11,6264,18,18,NEW_ORDER,0,0,0
11,6269,4,4,PAYMENT,0,0,0
11,6282,13,13,NEW_ORDER,0,0,0
11,6294,12,12,NEW_ORDER,0,0,0
11,6308,14,14,NEW_ORDER,0,0,0
11,6313,5,5,PAYMENT,0,0,0
11,6332,19,19,NEW_ORDER,0,0,0
11,6339,7,7,PAYMENT,0,0,0
11,6351,12,12,NEW_ORDER,0,0,0
11,6369,18,18,NEW_ORDER,0,0,0
11,6394,25,25,PAYMENT,0,0,0
11,6431,37,37,NEW_ORDER,0,0,0
11,6435,4,4,PAYMENT,0,0,0
11,6439,4,4,PAYMENT,0,0,0
11,6458,19,19,NEW_ORDER,0,0,0
11,6462,4,4,PAYMENT,0,0,0
11,6466,4,4,PAYMENT,0,0,0
11,6471,5,5,PAYMENT,0,0,0
11,6476,5,5,ORDER_STATUS,0,0,0
11,6476,0,0,DELIVERY,0,0,0
11,6512,36,36,DELIVERY_BG,0,0,0
11,6512,0,0,DELIVERY,0,0,0
11,6572,60,60,DELIVERY_BG,0,0,0
11,6577,4,4,PAYMENT,0,0,0
11,6581,4,4,PAYMENT,0,0,0
11,6589,8,8,NEW_ORDER,0,0,0
11,6609,20,20,NEW_ORDER,0,0,0
11,6619,10,10,NEW_ORDER,0,0,0
11,6621,2,2,STOCK_LEVEL,0,0,0
11,6639,18,18,NEW_ORDER,0,0,0
11,6659,20,20,NEW_ORDER,0,0,0
11,6679,20,20,NEW_ORDER,0,0,0
11,6679,0,0,DELIVERY,0,0,0
11,6717,38,38,DELIVERY_BG,0,0,0
11,6734,17,17,NEW_ORDER,0,0,0
11,6739,5,5,PAYMENT,0,0,0
11,6743,4,4,PAYMENT,0,0,0
11,6749,6,6,PAYMENT,0,0,0
11,6753,4,4,PAYMENT,0,0,0
11,6766,13,13,NEW_ORDER,0,0,0
11,6775,9,9,NEW_ORDER,0,0,0
11,6790,15,15,NEW_ORDER,0,0,0
11,6794,4,4,PAYMENT,0,0,0
11,6797,3,3,PAYMENT,0,0,0
11,6802,5,5,PAYMENT,0,0,0
11,6813,11,11,NEW_ORDER,0,0,0
11,6830,17,17,NEW_ORDER,0,0,0
11,6834,4,4,PAYMENT,0,0,0
11,6854,20,20,NEW_ORDER,0,0,0
11,6858,4,4,PAYMENT,0,0,0
11,6872,14,14,NEW_ORDER,0,0,0
11,6888,16,16,NEW_ORDER,0,0,0
11,6907,19,19,NEW_ORDER,0,0,0
11,6907,0,0,DELIVERY,0,0,0
11,6944,37,37,DELIVERY_BG,0,0,0
11,6949,5,5,PAYMENT,0,0,0
11,6968,19,19,NEW_ORDER,0,0,0
11,6973,5,5,PAYMENT,0,0,0
11,6977,4,4,PAYMENT,0,0,0
11,6990,13,13,NEW_ORDER,0,0,0
11,6994,4,4,PAYMENT,0,0,0
11,7004,10,10,NEW_ORDER,0,0,0
11,7009,4,4,PAYMENT,0,0,0
11,7022,13,13,NEW_ORDER,0,0,0
11,7027,4,4,PAYMENT,0,0,0
11,7037,10,10,NEW_ORDER,0,0,0
11,7040,3,3,PAYMENT,0,0,0
11,7058,17,17,NEW_ORDER,0,0,0
11,7058,0,0,DELIVERY,0,0,0
11,7093,35,35,DELIVERY_BG,0,0,0
11,7108,15,15,NEW_ORDER,0,0,0
11,7125,17,17,NEW_ORDER,0,0,0
11,7139,14,14,NEW_ORDER,0,0,0
11,7152,13,13,NEW_ORDER,0,0,0
11,7152,0,0,DELIVERY,0,0,0
11,7208,56,56,DELIVERY_BG,0,0,0
11,7230,22,22,NEW_ORDER,0,0,0
11,7230,0,0,DELIVERY,0,0,0
11,7267,37,37,DELIVERY_BG,0,0,0
11,7271,4,4,PAYMENT,0,0,0
11,7286,15,15,NEW_ORDER,0,0,0
11,7294,8,8,PAYMENT,0,0,0
11,7299,5,5,PAYMENT,0,0,0
11,7312,13,13,NEW_ORDER,0,0,0
11,7324,12,12,NEW_ORDER,0,0,0
